id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
4494;57;BOULEVARD HENRI SELLIER;57 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4495;2;RUE BEAUSEJOUR;2 BIS RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
4496;98;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;98 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4497;22;PLACE HENRI IV;22 PLACE HENRI IV;Maternelle Simone Veil;Elémentaire Jules Ferry
4498;11;RUE PAUL BERT;11 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
4499;56;RUE ALBERT CARON;56 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4500;58;RUE ALBERT CARON;58 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4501;23;RUE JACQUES DECOUR;23 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4502;55;RUE VOLTAIRE;55 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4503;59;RUE VOLTAIRE;59 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4504;54;RUE ALBERT CARON;54 BIS RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4505;20;ALLEE WILLIAM PENN;20 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4506;4;RUE BEAUSEJOUR;4 QUATER RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
4507;27;AVENUE JEAN JAURES;27 AVENUE JEAN JAURES;Maternelle Wilson;Elémentaire Vaillant Jaurès
4508;61;RUE DANTON;61 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4509;5;RUE DANTON;5 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4510;16;BOULEVARD LOUIS LOUCHEUR;16 BOULEVARD LOUIS LOUCHEUR;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4511;12;RUE VOLTAIRE;12 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4512;24;AVENUE JEAN JAURES;24 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4513;46;RUE ALBERT CARON;46 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4514;36;RUE PAUL BERT;36 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
4515;18;RUE ALBERT CARON;18 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4516;5;RUE GABRIEL PHILIPPE;5 RUE GABRIEL PHILIPPE;Maternelle des Cottages;Elémentaire des Cottages
4517;28;AVENUE JEAN JAURES;28 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4518;29;AVENUE JEAN JAURES;29 AVENUE JEAN JAURES;Maternelle Wilson;Elémentaire Vaillant Jaurès
4519;154;RUE GAMBETTA;154 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4520;29;RUE ALBERT CARON;29 BIS RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4521;24;AVENUE EDOUARD VAILLANT;24 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4522;21;RUE FREDERIC CLAVEL;21 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4523;73;BOULEVARD HENRI SELLIER;73 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4524;6;RUE JEAN-JACQUES ROUSSEAU;6 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4525;41;BOULEVARD HENRI SELLIER;41 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4526;6;AVENUE EMMANUEL KANT;6 AVENUE EMMANUEL KANT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4527;1;RUE PIERRE DUPONT;1 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4528;3;RUE BEAUSEJOUR;3 RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
4529;23;RUE JEAN-JACQUES ROUSSEAU;23 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4530;48;RUE ROGER SALENGRO;48 BIS RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4531;27;RUE GEORGES APPAY;27 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4532;38;RUE EMILE DUCLAUX;38 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4533;18;RUE GEORGES APPAY;18 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4534;4;RUE FERNAND FOREST;4 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4535;35;AVENUE EDOUARD VAILLANT;35 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4536;33;RUE JEAN-JACQUES ROUSSEAU;33 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4537;57;RUE FERNAND FOREST;57 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4538;52;RUE GEORGES APPAY;52 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4539;12;RUE ETIENNE DOLET;12 RUE ETIENNE DOLET;Maternelle Simone Veil;Elémentaire Jules Ferry
4540;100;RUE LAKANAL;100 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4541;7;ALLEE CAMILLE SAINT-SAENS;7 ALLEE CAMILLE SAINT-SAENS;;Elémentaire des Cottages
4542;65;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;65 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4543;14;RUE KELLOGG;14 RUE KELLOGG;Maternelle Wilson;Elémentaire Vaillant Jaurès
4544;22;RUE FERNAND FOREST;22 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4545;24;RUE JACQUES DECOUR;24 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4546;3;RUE ARTHEME GENTEUR;3 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4547;124;RUE LAKANAL;124 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4548;18;BOULEVARD LOUIS LOUCHEUR;18 BOULEVARD LOUIS LOUCHEUR;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4549;9;ALLEE WILLIAM PENN;9 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4550;82;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;82 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4551;90;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;90 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4552;14;RUE ARTHEME GENTEUR;14 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4553;188;BOULEVARD WASHINGTON;188 BOULEVARD WASHINGTON;Maternelle des Cottages;Elémentaire des Cottages
4554;15;RUE WORTH;15 BIS RUE WORTH;Maternelle des Raguidelles;Elémentaire des Raguidelles
4555;17;RUE GABRIEL PHILIPPE;17 RUE GABRIEL PHILIPPE;Maternelle des Cottages;Elémentaire des Cottages
4556;27;RUE PIERRE DUPONT;27 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4557;5;RUE ARTHEME GENTEUR;5 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4558;33;RUE PIERRE DUPONT;33 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4559;30;RUE PASTEUR;30 RUE PASTEUR;Maternelle République;Elémentaire Parc
4560;7;RUE GARIBALDI;7 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4561;135;BOULEVARD HENRI SELLIER;135 BIS BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4562;14;BOULEVARD ARISTIDE BRIAND;14 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
4563;17;RUE EMILIEN COLIN;17 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
4564;23;RUE EDOUARD NIEUPORT;23 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4565;30;RUE CLAUDE BURGOD;30 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4566;28;RUE ROGER SALENGRO;28 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4567;21;BOULEVARD HENRI SELLIER;21 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4568;85;RUE PAUL BERT;85 RUE PAUL BERT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4569;102;RUE LAKANAL;102 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4570;7;RUE PAUL BERT;7 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
4571;23;RUE VOLTAIRE;23 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4572;15;RUE PASTEUR;15 RUE PASTEUR;Maternelle République;Elémentaire Parc
4573;8;RUE EMILIEN COLIN;8 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
4574;3;RUE JACQUES DECOUR;3 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4575;99;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;99 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4576;3;RUE DANTON;3 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4577;24;RUE GARIBALDI;24 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4578;21;RUE CARNOT;21 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4579;28;AVENUE EDOUARD VAILLANT;28 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4580;106;BOULEVARD HENRI SELLIER;106 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4581;156;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;156 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4582;76;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;76 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4583;100;RUE CARNOT;100 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4584;5;RUE KELLOGG;5 RUE KELLOGG;Maternelle Wilson;Elémentaire Vaillant Jaurès
4585;116;RUE CARNOT;116 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4586;15;BOULEVARD ARISTIDE BRIAND;15 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
4587;65;RUE PASTEUR;65 RUE PASTEUR;Maternelle République;Elémentaire Parc
4588;39;RUE MERLIN DE THIONVILLE;39 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4589;38;AVENUE FRANKLIN ROOSEVELT;38 AVENUE FRANKLIN ROOSEVELT;Maternelle Simone Veil;Elémentaire Jules Ferry
4590;16;RUE EDOUARD NIEUPORT;16 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4591;8;RUE PIERRE DUPONT;8 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4592;12;RUE PASTEUR;12 RUE PASTEUR;Maternelle République;Elémentaire Parc
4593;25;AVENUE EDOUARD VAILLANT;25 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4594;9;RUE GARIBALDI;9 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4595;32;RUE FERNAND FOREST;32 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4596;2;RUE PIERRE DUPONT;2 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4597;16;ALLEE WILLIAM PENN;16 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4598;41;RUE JEAN-JACQUES ROUSSEAU;41 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4599;1;RUE GARIBALDI;1 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4600;28;RUE CARNOT;28 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4601;162;BOULEVARD HENRI SELLIER;162 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4602;21;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;21 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4603;156;BOULEVARD HENRI SELLIER;156 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4604;10;AVENUE JEAN JAURES;10 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4605;17;AVENUE JEAN JAURES;17 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4606;73;RUE CARNOT;73 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4607;64;BOULEVARD HENRI SELLIER;64 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4608;80;BOULEVARD HENRI SELLIER;80 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4609;33;AVENUE EDOUARD VAILLANT;33 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4610;68;AVENUE JEAN JAURES;68 AVENUE JEAN JAURES;Maternelle Wilson;Elémentaire Vaillant Jaurès
4611;114;RUE LAKANAL;114 RUE LAKANAL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4612;4;RUE RAYMOND COSSON;4 BIS RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4613;5;RUE EMILE DUCLAUX;5 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4614;22;RUE GEORGES APPAY;22 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4615;15;RUE CHEVREUL;15 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4616;44;RUE CARNOT;44 BIS RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4617;133;RUE CARNOT;133 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4618;1;ALLEE GEORGES BIZET;1 ALLEE GEORGES BIZET;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4619;158;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;158 BIS BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4620;12;RUE GARIBALDI;12 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4621;42;RUE GEORGES APPAY;42 BIS RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4622;34;RUE FREDERIC CLAVEL;34 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4623;25;RUE PASTEUR;25 RUE PASTEUR;Maternelle République;Elémentaire Parc
4624;32;RUE ROGER SALENGRO;32 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4625;9;RUE MERLIN DE THIONVILLE;9 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4626;13;RUE EMILE DUCLAUX;13 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4627;39;AVENUE FRANKLIN ROOSEVELT;39 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
4628;5;RUE GUILLAUME LENOIR;5 RUE GUILLAUME LENOIR;Maternelle des Cottages;Elémentaire des Cottages
4629;44;RUE CARNOT;44 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4630;51;RUE GARDENAT LAPOSTOL;51 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4631;60;BOULEVARD HENRI SELLIER;60 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4632;46;RUE CLUSERET;46 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4633;1;ALLEE JACQUES OFFENBACH;1 ALLEE JACQUES OFFENBACH;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4634;120;RUE CARNOT;120 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4635;47;RUE JACQUES DECOUR;47 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4637;61;RUE GARDENAT LAPOSTOL;61 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4638;50;RUE ROGER SALENGRO;50 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4639;39;RUE ARTHEME GENTEUR;39 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4640;3;RUE LEROY;3 BIS RUE LEROY;Maternelle des Cottages;Elémentaire des Cottages
4641;6;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;6 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4642;9;RUE GUILLEMETTE FAUSSART;9 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
4643;35;RUE CARNOT;35 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4644;15;RUE ARTHEME GENTEUR;15 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4645;12;RUE CARNOT;12 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4646;23;RUE RAYMOND COSSON;23 RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4647;15;RUE PAGES;15 RUE PAGES;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4648;10;RUE JEAN MACE;10 RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4649;33;RUE FREDERIC CLAVEL;33 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4650;5;ALLEE CHARLES GOUNOD;5 ALLEE CHARLES GOUNOD;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4651;10;AVENUE LEON BOURGEOIS;10 AVENUE LEON BOURGEOIS;Maternelle Wilson;Elémentaire Vaillant Jaurès
4652;40;RUE GEORGES APPAY;40 BIS RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4653;41;RUE PASTEUR;41 RUE PASTEUR;Maternelle République;Elémentaire Parc
4654;48;RUE GEORGES APPAY;48 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4655;21;RUE PASTEUR;21 RUE PASTEUR;Maternelle République;Elémentaire Parc
4656;23;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;23 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4657;26;AVENUE JEAN JAURES;26 BIS AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4658;5;ALLEE JACQUES OFFENBACH;5 ALLEE JACQUES OFFENBACH;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4659;19;RUE PASTEUR;19 RUE PASTEUR;Maternelle République;Elémentaire Parc
4660;14;RUE VICTOR DIEDERICH;14 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
4661;7;AVENUE EDOUARD VAILLANT;7 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4662;48;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;48 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4663;28;RUE ARTHEME GENTEUR;28 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4664;1;ALLEE WILLIAM PENN;1 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4665;3;AVENUE EMMANUEL KANT;3 AVENUE EMMANUEL KANT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4666;98;BOULEVARD HENRI SELLIER;98 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4667;143;BOULEVARD HENRI SELLIER;143 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4668;6;RUE ARTHEME GENTEUR;6 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4669;29;RUE FERNAND FOREST;29 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4670;32;AVENUE EDOUARD VAILLANT;32 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4671;18;RUE JACQUES DECOUR;18 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4672;10;RUE PAUL BERT;10 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
4673;9;AVENUE EDOUARD VAILLANT;9 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4674;23;AVENUE EDOUARD VAILLANT;23 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4675;7;RUE LEROY;7 RUE LEROY;Maternelle des Cottages;Elémentaire des Cottages
4676;38;RUE JEAN-JACQUES ROUSSEAU;38 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4677;9;RUE HUCHE;9 RUE HUCHE;Maternelle des Cottages;Elémentaire des Cottages
4678;27;RUE ALBERT CARON;27 TER RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4679;1;ALLEE CHARLES GOUNOD;1 ALLEE CHARLES GOUNOD;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4680;3;RUE EMILIEN COLIN;3 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
4681;18;AVENUE JEAN JAURES;18 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4682;164;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;164 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4683;88;BOULEVARD HENRI SELLIER;88 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4684;162;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;162 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4685;19;RUE CLUSERET;19 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4686;21;RUE GEORGES APPAY;21 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4687;32;RUE CLUSERET;32 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4688;71;AVENUE FRANKLIN ROOSEVELT;71 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
4689;13;RUE GUILLEMETTE FAUSSART;13 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
4690;27;RUE CLUSERET;27 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4691;10;RUE ETIENNE DOLET;10 RUE ETIENNE DOLET;Maternelle Simone Veil;Elémentaire Jules Ferry
4692;16;RUE PERRONET;16 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
4693;34;RUE EMILE ZOLA;34 RUE EMILE ZOLA;Maternelle Simone Veil;Elémentaire Jules Ferry
4694;10;PLACE HENRI IV;10 PLACE HENRI IV;Maternelle Simone Veil;Elémentaire Jules Ferry
4695;10;ALLEE WILLIAM PENN;10 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4696;32;RUE ALBERT CARON;32 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4697;9;RUE CARNOT;9 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4698;62;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;62 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4699;13;RUE PASTEUR;13 RUE PASTEUR;Maternelle République;Elémentaire Parc
4700;39;RUE CARNOT;39 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4701;18;BOULEVARD ARISTIDE BRIAND;18 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
4702;18;RUE ROGER SALENGRO;18 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4703;45;RUE ROGER SALENGRO;45 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4704;26;RUE HONORE D'ESTIENNE D'ORVES;26 RUE HONORE D'ESTIENNE D'ORVES;Maternelle Simone Veil;
4705;4;RUE MICHELET;4 RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4706;105;BOULEVARD HENRI SELLIER;105 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4707;58;RUE GEORGES APPAY;58 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4708;75;BOULEVARD HENRI SELLIER;75 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4709;66;RUE GEORGES APPAY;66 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4710;31;RUE GEORGES APPAY;31 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4711;6;RUE LEROY;6 RUE LEROY;Maternelle des Cottages;Elémentaire des Cottages
