id;numero;nom_rue;nom_complet;secteur maternelle;secteur elementaire
4273;25;RUE HUBERT CHARPENTIER;25 RUE HUBERT CHARPENTIER;Maternelle des Cottages;Elémentaire des Cottages
4274;12;AVENUE JEAN JAURES;12 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4275;43;AVENUE FRANKLIN ROOSEVELT;43 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
4276;11;RUE BEAUSEJOUR;11 RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
4277;4;RUE CLAUDE BURGOD;4 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4278;5;RUE CLUSERET;5 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4279;67;RUE GAMBETTA;67 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4280;8;RUE WORTH;8 RUE WORTH;Maternelle des Raguidelles;Elémentaire des Raguidelles
4281;8;PLACE HENRI IV;8 PLACE HENRI IV;Maternelle Simone Veil;Elémentaire Jules Ferry
4282;134;RUE GAMBETTA;134 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4283;15;RUE ALBERT CARON;15 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4284;7;RUE PIERRE DUPONT;7 RUE PIERRE DUPONT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4285;19;RUE HENRI REGNAULT;19 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4286;73;RUE PASTEUR;73 BIS RUE PASTEUR;Maternelle République;Elémentaire Parc
4287;124;BOULEVARD HENRI SELLIER;124 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4288;23;RUE LEDRU ROLLIN;23 RUE LEDRU ROLLIN;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
4289;9;RUE PASTEUR;9 RUE PASTEUR;Maternelle République;Elémentaire Parc
4290;17;BOULEVARD HENRI SELLIER;17 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4291;55;RUE ROGER SALENGRO;55 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4292;16;RUE GEORGES APPAY;16 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4293;50;RUE GAMBETTA;50 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4294;40;RUE EMILE DUCLAUX;40 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4295;3;ALLEE WILLIAM PENN;3 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4296;9;RUE SALOMON DE ROTHSCHILD;9 RUE SALOMON DE ROTHSCHILD;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
4297;120;RUE CARNOT;120 BIS RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4298;26;RUE ROGER SALENGRO;26 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4299;10;AVENUE EDOUARD VAILLANT;10 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4300;55;RUE ROUGET DE LISLE;55 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4301;11;RUE GUSTAVE FLOURENS;11 RUE GUSTAVE FLOURENS;Maternelle Simone Veil;Elémentaire Jules Ferry
4302;10;RUE CLAUDE BURGOD;10 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4303;9;RUE GEORGES APPAY;9 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4304;10;RUE VICTOR HUGO;10 RUE VICTOR HUGO;Maternelle des Cottages;Elémentaire des Cottages
4305;42;RUE CLAUDE BURGOD;42 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4306;14;RUE VICTOR HUGO;14 RUE VICTOR HUGO;Maternelle des Cottages;Elémentaire des Cottages
4307;3;RUE CLUSERET;3 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4308;21;RUE EMILE DUCLAUX;21 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4309;14;RUE EMILIEN COLIN;14 RUE EMILIEN COLIN;Maternelle des Cottages;Elémentaire des Cottages
4310;52;RUE ALBERT CARON;52 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4311;36;RUE JACQUES DECOUR;36 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4312;135;BOULEVARD HENRI SELLIER;135 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4313;28;AVENUE JEAN JAURES;28 TER AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4314;61;RUE JEAN-JACQUES ROUSSEAU;61 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4315;18;RUE MERLIN DE THIONVILLE;18 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4316;51;RUE DANTON;51 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4317;11;RUE GUILLAUME LENOIR;11 BIS RUE GUILLAUME LENOIR;Maternelle des Cottages;Elémentaire des Cottages
4318;12;RUE JACQUES DECOUR;12 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4319;99;RUE ROUGET DE LISLE;99 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4320;122;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;122 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4321;83;RUE JEAN-JACQUES ROUSSEAU;83 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4322;1;ALLEE JULES FERRY;1 ALLEE JULES FERRY;Maternelle Simone Veil;Elémentaire Jules Ferry
4323;9;BOULEVARD ARISTIDE BRIAND;9 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
4324;30;RUE GARDENAT LAPOSTOL;30 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4325;27;RUE MERLIN DE THIONVILLE;27 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4326;8;RUE FLORENT DANCOURT;8 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4328;41;RUE ROGER SALENGRO;41 RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4329;5;RUE FLORENT DANCOURT;5 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4330;79;BOULEVARD HENRI SELLIER;79 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4331;6;RUE FIZEAU;6 RUE FIZEAU;Maternelle Simone Veil;Elémentaire Jules Ferry
4332;51;RUE JEAN-JACQUES ROUSSEAU;51 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4333;40;RUE GARDENAT LAPOSTOL;40 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4334;94;BOULEVARD HENRI SELLIER;94 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4335;84;RUE GARDENAT LAPOSTOL;84 RUE GARDENAT LAPOSTOL;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4336;61;BOULEVARD HENRI SELLIER;61 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4337;15;RUE HUCHE;15 RUE HUCHE;Maternelle des Cottages;Elémentaire des Cottages
4338;126;RUE CARNOT;126 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4339;7;RUE MERLIN DE THIONVILLE;7 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4340;13;RUE MICHELET;13 BIS RUE MICHELET;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4341;53;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;53 BIS BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4342;49;RUE CARNOT;49 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4343;9;RUE GAMBETTA;9 RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4344;63;RUE CARNOT;63 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4345;9;ALLEE SANTOS DUMONT;9 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4346;29;RUE VOLTAIRE;29 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4347;29;RUE VICTOR DIEDERICH;29 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
4348;51;RUE CARNOT;51 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4349;3;RUE ALEXANDRE DARRACQ;3 RUE ALEXANDRE DARRACQ;Maternelle Simone Veil;Elémentaire Jules Ferry
4350;6;RUE FLORENT DANCOURT;6 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4351;48;RUE PASTEUR;48 RUE PASTEUR;Maternelle République;Elémentaire Parc
4352;103;BOULEVARD HENRI SELLIER;103 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4353;22;RUE HUCHE;22 RUE HUCHE;Maternelle des Cottages;Elémentaire des Cottages
4354;110;RUE CARNOT;110 RUE CARNOT;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4355;2;ALLEE LOUIS CHEVROLET;2 ALLEE LOUIS CHEVROLET;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4356;15;AVENUE JEAN JAURES;15 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4357;11;RUE GARIBALDI;11 RUE GARIBALDI;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4358;4;RUE EMILE DUCLAUX;4 RUE EMILE DUCLAUX;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4359;8;RUE JACQUES DECOUR;8 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4360;11;RUE MAURICE PAYRET DORTAIL;11 RUE MAURICE PAYRET DORTAIL;Maternelle des Cottages;Elémentaire des Cottages
4361;19;RUE PERRONET;19 BIS RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
4362;74;RUE CARNOT;74 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4363;50;RUE FERNAND FOREST;50 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4364;140;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;140 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4365;42;RUE GEORGES APPAY;42 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4366;12;RUE DIDEROT;12 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
4367;14;RUE FREDERIC CLAVEL;14 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4368;28;RUE DANTON;28 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4369;54;RUE DANTON;54 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4370;9;RUE HONORE D'ESTIENNE D'ORVES;9 RUE HONORE D'ESTIENNE D'ORVES;Maternelle Simone Veil;
4371;17;RUE PERRONET;17 RUE PERRONET;Maternelle Simone Veil;Elémentaire Jules Ferry
4372;37;RUE JEAN-JACQUES ROUSSEAU;37 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4373;55;RUE CARNOT;55 RUE CARNOT;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4374;122;RUE GAMBETTA;122 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4375;35;RUE ROGER SALENGRO;35 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4376;61;RUE GEORGES APPAY;61 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4377;5;RUE ALEXANDRE DARRACQ;5 BIS RUE ALEXANDRE DARRACQ;Maternelle Simone Veil;Elémentaire Jules Ferry
4378;38;RUE EMILE ZOLA;38 BIS RUE EMILE ZOLA;Maternelle Simone Veil;Elémentaire Jules Ferry
4379;20;RUE EDOUARD NIEUPORT;20 RUE EDOUARD NIEUPORT;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4380;14;AVENUE JEAN JAURES;14 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4381;14;RUE ALBERT CARON;14 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4382;9;QUAI LEON BLUM;9 QUAI LEON BLUM;Maternelle République;Elémentaire Parc
4383;9;RUE FLORENT DANCOURT;9 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4384;23;RUE ALBERT CARON;23 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4385;8;ALLEE WILLIAM PENN;8 ALLEE WILLIAM PENN;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4386;30;RUE ARTHEME GENTEUR;30 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4387;41;AVENUE FRANKLIN ROOSEVELT;41 AVENUE FRANKLIN ROOSEVELT;Maternelle des Cottages;Elémentaire des Cottages
4388;61;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;61 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4389;18;RUE RAYMOND COSSON;18 TER RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4390;18;RUE RAYMOND COSSON;18 BIS RUE RAYMOND COSSON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4391;74;BOULEVARD HENRI SELLIER;74 BIS BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4392;20;RUE FERNAND FOREST;20 BIS RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4393;5;ALLEE MAURICE RAVEL;5 ALLEE MAURICE RAVEL;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4394;8;PROMENADE SAINT-LEUFROY;8 PROMENADE SAINT-LEUFROY;Maternelle Simone Veil;
4395;43;RUE GEORGES APPAY;43 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4396;118;BOULEVARD HENRI SELLIER;118 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4397;106;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;106 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4398;18;RUE VOLTAIRE;18 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4399;23;RUE ARTHEME GENTEUR;23 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4400;27;BOULEVARD HENRI SELLIER;27 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4401;2;AVENUE EDOUARD VAILLANT;2 BIS AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4402;34;RUE GEORGES APPAY;34 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4403;10;RUE GEORGES APPAY;10 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4404;1;RUE DIDEROT;1 RUE DIDEROT;Maternelle Simone Veil;Elémentaire Jules Ferry
4405;32;AVENUE FRANKLIN ROOSEVELT;32 AVENUE FRANKLIN ROOSEVELT;Maternelle Simone Veil;Elémentaire Jules Ferry
4406;8;RUE FREDERIC CLAVEL;8 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4407;13;RUE GAMBETTA;13 BIS RUE GAMBETTA;Maternelle Honoré d'Estienne d'Orves;Elémentaire Honoré d'Estienne d'Orves
4408;9;RUE JACQUES DECOUR;9 RUE JACQUES DECOUR;Maternelle des Cottages;Elémentaire des Cottages
4409;8;AVENUE LEON BOURGEOIS;8 AVENUE LEON BOURGEOIS;Maternelle Wilson;Elémentaire Vaillant Jaurès
4410;34;RUE ALBERT CARON;34 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4411;29;RUE ALBERT CARON;29 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4412;48;RUE ALBERT CARON;48 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4413;52;AVENUE JEAN JAURES;52 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4414;194;BOULEVARD WASHINGTON;194 BOULEVARD WASHINGTON;Maternelle des Cottages;Elémentaire des Cottages
4415;20;RUE VICTOR HUGO;20 RUE VICTOR HUGO;Maternelle des Cottages;Elémentaire des Cottages
4416;51;RUE CLUSERET;51 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4417;65;RUE ROGER SALENGRO;65 BIS RUE ROGER SALENGRO;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4418;17;RUE HUBERT CHARPENTIER;17 RUE HUBERT CHARPENTIER;Maternelle des Cottages;Elémentaire des Cottages
4419;9;RUE VOLTAIRE;9 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4420;123;BOULEVARD WASHINGTON;123 BOULEVARD WASHINGTON;Maternelle des Cottages;Elémentaire des Cottages
4421;35;RUE CLUSERET;35 BIS RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4422;7;RUE CLUSERET;7 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4423;19;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;19 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4424;3;ALLEE JACQUES OFFENBACH;3 ALLEE JACQUES OFFENBACH;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4425;8;RUE ARTHEME GENTEUR;8 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4426;1;RUE ARTHEME GENTEUR;1 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4427;36;ALLEE SANTOS DUMONT;36 ALLEE SANTOS DUMONT;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4428;16;AVENUE EDOUARD VAILLANT;16 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4429;13;RUE PAGES;13 RUE PAGES;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4430;7;RUE FLORENT DANCOURT;7 RUE FLORENT DANCOURT;Maternelle Wilson;Elémentaire Vaillant Jaurès
4431;1;PLACE EDGAR FOURNIER;1 PLACE EDGAR FOURNIER;;Elémentaire Jules Ferry
4432;40;RUE JEAN-JACQUES ROUSSEAU;40 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4433;186;BOULEVARD WASHINGTON;186 BOULEVARD WASHINGTON;Maternelle des Cottages;Elémentaire des Cottages
4434;50;RUE DANTON;50 RUE DANTON;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4435;32;RUE CLAUDE BURGOD;32 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4436;13;RUE ALBERT CARON;13 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4437;32;RUE PAUL BERT;32 RUE PAUL BERT;Maternelle des Cottages;Elémentaire des Cottages
4438;5;RUE FREDERIC CLAVEL;5 RUE FREDERIC CLAVEL;Maternelle République;Elémentaire Parc
4439;6;AVENUE GABRIEL PERI;6 AVENUE GABRIEL PERI;Maternelle Simone Veil;Elémentaire Jules Ferry
4440;59;RUE FERNAND FOREST;59 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4441;46;RUE GAMBETTA;46 RUE GAMBETTA;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
4442;2;AVENUE GABRIEL PERI;2 AVENUE GABRIEL PERI;Maternelle Simone Veil;Elémentaire Jules Ferry
4443;40;RUE PASTEUR;40 RUE PASTEUR;Maternelle République;Elémentaire Parc
4444;55;BOULEVARD HENRI SELLIER;55 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4445;3;RUE PASTEUR;3 RUE PASTEUR;Maternelle République;Elémentaire Parc
4446;65;RUE FERNAND FOREST;65 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4447;111;BOULEVARD HENRI SELLIER;111 BOULEVARD HENRI SELLIER;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4448;18;RUE FERNAND FOREST;18 RUE FERNAND FOREST;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4449;32;RUE GEORGES APPAY;32 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4450;24;RUE ALBERT CARON;24 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4451;82;BOULEVARD HENRI SELLIER;82 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4452;50;RUE ALBERT CARON;50 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4453;49;RUE CLUSERET;49 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4454;4;RUE ARTHEME GENTEUR;4 RUE ARTHEME GENTEUR;Maternelle des Raguidelles;Elémentaire des Raguidelles
4455;153;BOULEVARD HENRI SELLIER;153 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4456;144;BOULEVARD HENRI SELLIER;144 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4457;7;RUE CHEVREUL;7 RUE CHEVREUL;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4458;62;RUE ALBERT CARON;62 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4459;19;RUE GEORGES APPAY;19 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4460;21;RUE VOLTAIRE;21 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4461;31;RUE LEDRU ROLLIN;31 RUE LEDRU ROLLIN;Maternelle Noor Inayat Khan Madeleine;Elémentaire Noor Inayat Khan Madeleine
4462;21;RUE MERLIN DE THIONVILLE;21 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4464;50;RUE DESBASSAYNS DE RICHEMONT;50 RUE DESBASSAYNS DE RICHEMONT;Maternelle Simone Veil;Elémentaire Jules Ferry
4465;38;RUE ALBERT CARON;38 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4466;26;RUE CLAUDE BURGOD;26 RUE CLAUDE BURGOD;Maternelle des Cottages;Elémentaire des Cottages
4467;38;RUE CLUSERET;38 RUE CLUSERET;Maternelle des Raguidelles;Elémentaire des Raguidelles
4468;33;RUE VOLTAIRE;33 RUE VOLTAIRE;Maternelle Robert Pontillon;Elémentaire Robert Pontillon
4470;15;RUE GEORGES APPAY;15 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4471;160;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;160 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4472;21;AVENUE JEAN JAURES;21 AVENUE JEAN JAURES;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4473;30;RUE ALBERT CARON;30 RUE ALBERT CARON;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4474;39;RUE GEORGES APPAY;39 RUE GEORGES APPAY;Maternelle République;Elémentaire Parc
4475;10;RUE MERLIN DE THIONVILLE;10 RUE MERLIN DE THIONVILLE;Maternelle Simone Veil;Elémentaire Jules Ferry
4476;7;RUE BERTHELOT;7 RUE BERTHELOT;Maternelle Simone Veil;Elémentaire Jules Ferry
4477;7;RUE HENRI REGNAULT;7 RUE HENRI REGNAULT;Maternelle Marcel Mouloudji;Elémentaire Marcel Mouloudji
4478;8;RUE GUILLEMETTE FAUSSART;8 RUE GUILLEMETTE FAUSSART;Maternelle des Cottages;Elémentaire des Cottages
4479;120;BOULEVARD HENRI SELLIER;120 BOULEVARD HENRI SELLIER;Maternelle des Raguidelles;Elémentaire des Raguidelles
4480;13;BOULEVARD ARISTIDE BRIAND;13 BOULEVARD ARISTIDE BRIAND;Maternelle Wilson;Elémentaire Vaillant Jaurès
4481;33;RUE VICTOR DIEDERICH;33 RUE VICTOR DIEDERICH;Maternelle des Raguidelles;Elémentaire des Raguidelles
4482;52;RUE PASTEUR;52 BIS RUE PASTEUR;Maternelle République;Elémentaire Parc
4483;39;RUE JEAN-JACQUES ROUSSEAU;39 RUE JEAN-JACQUES ROUSSEAU;;Elémentaire Vaillant Jaurès
4484;25;RUE ROGER SALENGRO;25 RUE ROGER SALENGRO;Maternelle des Cottages;Elémentaire des Cottages
4485;33;AVENUE JEAN JAURES;33 AVENUE JEAN JAURES;Maternelle Wilson;Elémentaire Vaillant Jaurès
4486;3;ALLEE CAMILLE SAINT-SAENS;3 ALLEE CAMILLE SAINT-SAENS;;Elémentaire des Cottages
4487;9;ALLEE JEAN-BAPTISTE LULLY;9 ALLEE JEAN-BAPTISTE LULLY;;Elémentaire Marcel Mouloudji
4488;3;AVENUE EDOUARD VAILLANT;3 AVENUE EDOUARD VAILLANT;Maternelle Edouard Vaillant;Elémentaire Vaillant Jaurès
4489;9;RUE BEAUSEJOUR;9 BIS RUE BEAUSEJOUR;Maternelle des Cottages;Elémentaire des Cottages
4490;16;RUE HUBERT CHARPENTIER;16 RUE HUBERT CHARPENTIER;Maternelle des Cottages;Elémentaire des Cottages
4491;70;BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;70 BOULEVARD MARECHAL DE LATTRE DE TASSIGNY;Maternelle des Raguidelles;
4492;97;RUE ROUGET DE LISLE;97 RUE ROUGET DE LISLE;Maternelle Henri Dunant;Elémentaire Berty  Albrecht
4493;7;RUE JEAN MACE;7 BIS RUE JEAN MACE;Maternelle Saint Exupéry ;Elémentaire Berty  Albrecht
